Operator,#Operations,Time (ms),Communication (Bytes),Total ANDs
0,1,2,850432,26572
0,10,48.458,8504320,265692
0,100,242.864,85305344,2656900
0,1000,2288.54,853839872,26569000
0,10000,24329.9,8539971584,265690000
0,100000,250683,85401550848,2656900000
1,1,3.563,1470720,45960
1,10,90.568,14707200,459572
1,100,495.998,147072000,4595700
1,1000,4205.6,1472030720,45957000
1,10000,40268.7,14722404352,459570000
1,100000,415607,147225354240,4595700000
